,molecule_chembl_id,mol,Class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
3730,CHEMBL3653512,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C(F)F)COCC(N)=N2)c1,active,403.364,2.5009,2,6,7.102372909
3732,CHEMBL1589705,COc1ccc(-n2nc3cc(C)c(NC(=O)CC(C)C)cc3n2)cc1,active,338.411,3.72212,1,5,6.782516056
3733,CHEMBL1601822,Fc1ccccc1CSc1nc2ccc[nH]c-2n1,active,259.309,3.3409,1,3,6.578396073
3734,CHEMBL3936271,CCOC1=CC=C/C(=C\Nc2cc(C)cc(C)c2O)C1=O,active,285.343,3.36414,2,4,7.214670165
3736,CHEMBL1610040,Sc1nnc(CSc2nc3ccccc3s2)o1,active,281.387,3.2603,1,7,6.031517051
3739,CHEMBL3642632,COCc1cc(NC(=O)c2ccc(Br)cc2)cc(C2(C)CCSC(N)=N2)c1,active,448.386,4.5146,2,5,6.040005162
3745,CHEMBL3642638,COCc1cc(NC(=O)c2ccc(Cl)cn2)cc(C2(C)CCSC(N)=N2)c1,active,404.923,3.8005,2,6,6.640164518
3746,CHEMBL3642639,CC1(c2cccc(NC(=O)c3nc4ccccc4s3)c2)CCSC(N)=N1,active,382.514,4.2154,2,6,6.756961951
3747,CHEMBL3642640,CC1(c2cccc(NC(=O)c3ccc(F)cn3)c2)CCSC(N)=N1,active,344.415,3.1398,2,5,6.657577319
3749,CHEMBL3642642,CC1(c2cccc(NC(=O)c3ccc(C(F)(F)F)cn3)c2)CCSC(N)=N1,active,394.422,4.0195,2,5,6.886056648
3750,CHEMBL3645162,C[C@@H](NC(=O)c1ccc(C2(C)CCSC(N)=N2)s1)c1ccccc1,inactive,359.52,3.9059,2,5,5
3751,CHEMBL3645163,CC1(c2cc(Cl)cc(NC(=O)c3ccc(Br)cc3)c2)CCSC(N)=N1,active,438.778,5.0216,2,4,6.782516056
3752,CHEMBL3645164,CC1(c2cc(Cl)cc(NC(=O)c3nc4ccccc4s3)c2)CCSC(N)=N1,active,416.959,4.8688,2,6,6.787812396
3753,CHEMBL3645165,CC1(c2cc(Cl)cc(NC(=O)c3ccco3)c2)CCSC(N)=N1,active,349.843,3.8521,2,5,6.614393726
3754,CHEMBL3645166,CC1(c2cc(Cl)cc(NC(=O)c3ccc(Cl)cn3)c2)CCSC(N)=N1,active,395.315,4.3075,2,5,7.30980392
3755,CHEMBL3645167,CC1(c2cc(Cl)cc(NC(=O)c3cc4ccccc4s3)c2)CCSC(N)=N1,active,415.971,5.4738,2,5,6.653647026
3756,CHEMBL3642613,CC1(c2cc(NC(=O)c3ccc(C(F)(F)F)cn3)cc(C(F)(F)F)c2)CCSC(N)=N1,active,462.419,5.0383,2,5,6.088309841
3757,CHEMBL3645168,CC1(c2cccc(NC(=O)c3ccc(Br)cn3)c2)CCSC(N)=N1,active,405.321,3.7632,2,5,7.431798276
3758,CHEMBL3645169,NC1=NC(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)CCS1,active,346.843,3.48,2,5,6.296708622
3759,CHEMBL3645170,Cc1cc(C)c(C(=O)Nc2cc(Br)cc(C3(C)CCSC(N)=N3)c2)o1,active,422.348,4.57804,2,5,6.795880017
3760,CHEMBL3645171,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CCSC(N)=N1,active,378.86,3.7932,2,5,7.568636236
3761,CHEMBL3645172,CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2Cl)CCSC(N)=N1,active,395.315,4.3075,2,5,7.494850022
3762,CHEMBL3645173,CC1(c2cccc(NC(=O)c3ccc(C(N)=O)cn3)c2)CCSC(N)=N1,active,369.45,2.0996,3,6,6.361510743
3763,CHEMBL3645174,CC1(c2cccc(NC(=O)c3ncc(Cl)cc3Cl)c2)CCSC(N)=N1,active,395.315,4.3075,2,5,7.26760624
3764,CHEMBL3645175,Cc1cnc(C(=O)Nc2cccc(C3(C)CCSC(N)=N3)c2)cn1,active,341.44,2.70412,2,6,6.079354999
3766,CHEMBL3645177,COc1cc(NC(=O)c2ccc(Cl)cn2)cc(C2(C)CCSC(N)=N2)c1,active,390.896,3.6627,2,6,6.759450752
3767,CHEMBL3989948,CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,active,412.537,4.236,1,5,8.920818754
3768,CHEMBL4112515,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Br)cc1[C@@]21N=C(C)C(N)=N1,active,376.298,3.5651,1,4,6.787812396
3769,CHEMBL4106794,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(F)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,active,416.5,4.48038,1,5,7.638272164
3770,CHEMBL3905878,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(Cl)c3)cc1[C@@]21N=C(C)C(N)=N1,active,408.933,4.518,1,5,7.638272164
3771,CHEMBL3890867,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,active,432.955,4.99468,1,5,7.698970004
3775,CHEMBL3659646,Cn1cc(C2(Cc3ccccc3)CCc3ccccc32)nc1N,inactive,303.409,3.4773,1,3,4.920818754
3776,CHEMBL3659639,COc1ccc(C(Cc2cccc(Br)c2)c2cn(C)c(N)n2)cc1,active,386.293,4.148,1,4,6.045757491
3777,CHEMBL3659640,COc1ccc(C(Cc2cccc(-c3ccc(C(F)(F)F)cc3Cl)c2)c2cn(C)c(N)n2)cc1,inactive,485.937,6.7247,1,4,4.958607315
3778,CHEMBL3659641,COc1ccc(C2(c3cn(C)c(N)n3)CCCCC2)cc1,inactive,285.391,3.2611,1,4,4.568636236
3779,CHEMBL3659642,COc1ccc(C(Cc2ccc(-c3ccc(=O)[nH]c3)cc2)c2cn(C)c(N)n2)cc1,inactive,400.482,3.7408,2,5,4.769551079
3780,CHEMBL3659644,COc1ccc2c(c1)CCC2(Cc1ccc(C(F)(F)F)nc1)c1cn(Cc2ccccc2)c(N)n1,active,478.518,5.411,1,5,7.200659451
3782,CHEMBL3645147,Cc1cc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)c(C)o1,active,343.452,3.81554,2,5,7.096910013
3783,CHEMBL3645148,Cc1cc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)c(C)s1,active,359.52,4.28404,2,5,6.769551079
3784,CHEMBL3645149,Cc1nc(C)c(C(=O)Nc2ccc(F)c([C@]3(C)CCSC(N)=N3)c2)s1,active,378.498,3.81814,2,6,6.795880017
3786,CHEMBL3645150,C/C=C/COc1ccc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)nc1,active,396.516,3.9556,2,6,7
3787,CHEMBL3645151,CSc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)CCSC(N)=N3)c2)s1,active,395.55,4.5282,2,6,6.853871964
3788,CHEMBL3645152,C[C@@]1(c2cc(NC(=O)c3ccc(Br)s3)ccc2F)CCSC(N)=N1,active,428.352,4.5688,2,5,6.823908741
3789,CHEMBL3645153,COCCOc1cnc(C(=O)Nc2cccc(C3(C)CCSC(N)=N3)c2)cn1,active,401.492,2.4209,2,8,6.769551079
3790,CHEMBL3645154,CC#CC(=O)Nc1cccc([C@]2(C)CCSC(N)=N2)c1,active,287.388,2.3152,2,4,6.142667504
3791,CHEMBL3639440,C=Cc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,active,353.451,3.0387,2,6,6.823908741
3792,CHEMBL3645155,COCCOc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,active,401.492,2.4209,2,8,7.045757491
3793,CHEMBL3645156,CCCCOc1cnc(C(=O)Nc2cccc(C3(C)CCSC(N)=N3)c2)cn1,active,399.52,3.5746,2,7,6.795880017
3794,CHEMBL3645157,CCCOc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,active,385.493,3.1845,2,7,6.958607315
3795,CHEMBL3645158,CSCCOc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,active,417.56,3.1375,2,8,6.744727495
3796,CHEMBL3645159,C=CCCOc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,active,397.504,3.3506,2,7,6.721246399
3797,CHEMBL3645160,CC(C)COc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,active,399.52,3.4305,2,7,7.045757491
3798,CHEMBL3645161,C[C@@]1(c2cccc(NC(=O)c3cnc(OCC(F)F)cn3)c2)CCSC(N)=N1,active,407.446,3.0396,2,7,7.096910013
3799,CHEMBL3640219,COCCOc1ccc(C(=O)Nc2ccc(F)c([C@]3(C)CCSC(N)=N3)c2)nc1,active,418.494,3.165,2,7,7.096910013
3800,CHEMBL3640220,C[C@@]1(c2cccc(NC(=O)c3cnc(OCC4CCO4)cn3)c2)CCSC(N)=N1,active,413.503,2.5634,2,8,6.769551079
3801,CHEMBL3640221,C[C@@]1(c2cccc(NC(=O)c3cnc(OCc4ccccc4)cn3)c2)CCSC(N)=N1,active,433.537,3.9747,2,7,7.096910013
3802,CHEMBL3640222,C#CCCOc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,active,395.488,2.7978,2,7,6.886056648
3803,CHEMBL3640223,CC#CCCOc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,active,409.515,3.1879,2,7,6.920818754
3804,CHEMBL3640224,C=C(C)COc1cnc(C(=O)Nc2cccc([C@]3(C)CCSC(N)=N3)c2)cn1,active,397.504,3.3506,2,7,7
3805,CHEMBL3640225,C[C@@]1(c2cccc(NC(=O)c3ccc(OCc4ccc(F)cc4)cn3)c2)CCSC(N)=N1,active,450.539,4.7188,2,6,6.744727495
3806,CHEMBL3640226,C[C@@]1(c2cc(NC(=O)c3ccc(OCCO)cn3)ccc2F)CCSC(N)=N1,active,404.467,2.5109,3,7,6.795880017
3808,CHEMBL3640228,C[C@@]1(c2cc(NC(=O)c3cnc(-c4ccco4)cn3)ccc2F)CCSC(N)=N1,active,411.462,3.7948,2,7,6.958607315
3809,CHEMBL3640229,Cc1ccc(NC(=O)c2cnc(Cl)cn2)cc1C1(C)CCSC(N)=N1,active,375.885,3.35752,2,6,6.920818754
3814,CHEMBL3640234,COCCOCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CCSC(N)=N3)c2)cn1,active,463.535,2.5766,2,9,7.096910013
3815,CHEMBL3640235,Cc1cn2cc(C(=O)Nc3ccc(F)c([C@]4(C)CCSC(N)=N4)c3)ncc2n1,active,398.467,3.09592,2,7,7.22184875
3816,CHEMBL3640236,CC1(C)C[C@@](C)(c2cc(NC(=O)c3ncccc3F)ccn2)N=C(N)S1,active,373.457,3.3134,2,6,8
3817,CHEMBL3640237,C[C@]1(c2cc(NC(=O)c3ncccc3F)ccc2F)N=C(N)SCC1(F)F,active,398.385,3.5241,2,5,6.958607315
3818,CHEMBL3640238,Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SCC3(F)F)c2)cn1,active,395.41,3.08842,2,6,6.769551079
3819,CHEMBL3640239,Cc1nc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SCC3(F)F)c2)co1,active,384.383,3.28642,2,6,7.698970004
3820,CHEMBL3640240,CCCCc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SCC3(F)F)c2)nc1,active,436.503,4.7276,2,5,6.060480747
3821,CHEMBL3640241,C[C@@]1(c2cc(Nc3ncc4ccccn34)ccc2F)CCSC(N)=N1,active,355.442,3.8838,2,6,6.292429824
3822,CHEMBL3640242,C[C@@]1(c2cc(NC(=O)c3coc(C(F)(F)F)n3)ccc2F)CCSC(N)=N1,active,402.373,3.7516,2,6,8
3823,CHEMBL3640243,Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SCC34CC4)c2)cn1,active,385.468,3.23332,2,6,8
3824,CHEMBL3640244,COc1ncc(NC(=O)c2cnc(C)cn2)cc1[C@]1(C)CCSC(N)=N1,active,372.454,2.10772,2,8,7.301029996
3825,CHEMBL3640245,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)SCC3=O)c2)cn1,active,389.412,1.7224,2,8,7.397940009
3826,CHEMBL3640246,C[C@@]1(c2cc(NC(=O)c3cnc(NCC#N)cn3)ccc2F)CCSC(N)=N1,active,399.455,2.47028,3,8,6.698970004
3827,CHEMBL3640247,C[C@@]1(c2cc(NC(=O)c3cnc(NCC(F)(F)F)cn3)ccc2F)CCSC(N)=N1,active,442.442,3.509,3,7,6.795880017
3828,CHEMBL3640264,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3F)C2)nc(C)c1Cl,active,418.86,1.70452,1,7,7.494850022
3829,CHEMBL3640251,CCOc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C)c1F,active,398.442,1.44122,1,7,6.490797478
3830,CHEMBL3640269,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C)c1F,active,368.416,1.35094,1,6,6.534617149
3831,CHEMBL3640252,CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C)c1F,active,382.443,1.60492,1,6,6.663540266
3832,CHEMBL3640253,CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(OC)c1F,active,398.442,1.3051,1,7,6.841637508
3833,CHEMBL3640271,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C2CC2)c1F,active,394.454,1.91992,1,6,6.457174573
3834,CHEMBL3640254,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccccc3)C2)nc(C2CC2)c1Cl,active,410.909,2.43422,1,6,6.177831921
3835,CHEMBL3640273,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(OC)c1F,active,418.404,0.8904,1,8,7.211124884
3836,CHEMBL3640274,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(C)c1F,active,386.406,1.49004,1,6,6.943095149
3837,CHEMBL3640256,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(OC)c1F,active,436.394,1.0295,1,8,7.180456064
3838,CHEMBL3640257,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(OC)c1F,active,436.394,1.0295,1,8,8.124938737
3839,CHEMBL3640276,CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(OC)c1F,active,416.432,1.4442,1,7,7.657577319
3840,CHEMBL3640277,CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(OC)c1F,active,434.422,1.5833,1,7,7.508638306
3841,CHEMBL3640278,CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(OC)c1F,active,434.422,1.5833,1,7,7.585026652
3842,CHEMBL3640260,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3c(F)cc(F)cc3F)C2)nc(C)c1F,active,438.385,1.46842,1,7,7.677780705
3843,CHEMBL3640279,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cccc(Cl)c3)C2)nc(C)c1F,active,418.86,1.70452,1,7,6.754487332
3844,CHEMBL3640280,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(C2CC2)c1F,active,446.433,1.8983,1,7,7.065501549
3845,CHEMBL3640281,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(C2CC2)c1Cl,active,462.888,2.4126,1,7,7.045757491
3846,CHEMBL3640283,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(C2CC2)c1F,active,430.434,2.19812,1,6,6.628932138
3847,CHEMBL3640284,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(C2CC2)c1F,active,446.433,1.8983,1,7,7.508638306
3848,CHEMBL3640265,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(C2CC2)c1Cl,active,462.888,2.4126,1,7,6.931814138
3849,CHEMBL3640287,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(C(F)(F)F)c1F,active,474.365,2.0397,1,7,7.173925197
3850,CHEMBL3640261,Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cccc(C#N)c3)C2)nc(C2CC2)c1F,active,419.464,1.7916,1,7,6.671620397
3851,CHEMBL3640285,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)c(Cl)c3F)C2)nc(C)c1F,active,454.84,1.98272,1,7,7.397940009
3852,CHEMBL3640282,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cccc(C#N)c3)C2)nc(C)c1F,active,409.425,0.9228,1,8,7.200659451
3853,CHEMBL3640289,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(CO)c1F,active,436.394,0.5132,2,8,7.677780705
3854,CHEMBL3640266,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3Cl)C2)nc(C)c1F,active,436.85,1.84362,1,7,8.022276395
3855,CHEMBL3640267,COc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(C2CC2)c1F,active,428.443,1.7592,1,7,7.301029996
3856,CHEMBL3640268,CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)c(F)cc3F)C2)nc(OC)c1F,active,452.412,1.7224,1,7,7.744727495
3872,CHEMBL3642614,CC1(c2cc(NC(=O)c3cc4cc(F)ccc4[nH]3)ccc2F)CCSC(N)=N1,active,400.454,4.3652,3,4,6.346787486
3873,CHEMBL3642619,CC1(c2cc(Br)cc(NC(=O)c3ccccn3)c2)CCSC(N)=N1,active,405.321,3.7632,2,5,6.142667504
3875,CHEMBL3642611,CC1(c2cc(Br)cc(NC(=O)c3ccco3)c2)CCSC(N)=N1,active,394.294,3.9612,2,5,6.806875402
3876,CHEMBL3642600,CC1(c2cc(Br)cc(NC(=O)c3ccc(Cl)cn3)c2)CCSC(N)=N1,active,439.766,4.4166,2,5,7.404503778
3878,CHEMBL3642607,CC1(c2cc(Br)cc(NC(=O)c3nc4ccccc4s3)c2)CCSC(N)=N1,active,461.41,4.9779,2,6,6.826813732
3879,CHEMBL3642604,Cc1cc(C(=O)Nc2cc(Br)cc(C3(C)CCSC(N)=N3)c2)c(C)o1,active,422.348,4.57804,2,5,6.555955204
3880,CHEMBL3642623,CC1(c2cc(Br)cc(NC(=O)c3ccc(Br)cc3)c2)CCSC(N)=N1,active,483.229,5.1307,2,4,6.853871964
3881,CHEMBL3656186,CCC(C)N1C(=O)C2(N=C1N)c1cc(C#N)ccc1C[C@]21CC[C@@H](OC)CC1,active,380.492,2.84048,1,5,6.562883907
3882,CHEMBL3656187,CCCCN1C(=O)C2(N=C1N)c1cc(C#N)ccc1CC21CCC(OC)CC1,active,380.492,2.84208,1,5,7.368556231
3883,CHEMBL3656188,CCCN1C(=O)C2(N=C1N)c1cc(C#N)ccc1CC21CCC(OC)CC1,active,366.465,2.45198,1,5,7.003926346
3884,CHEMBL3656189,COCCOc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)C1(CCC(OC)CC1)C2,active,415.534,2.6039,1,6,7.059981845
3885,CHEMBL3910301,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC3CCCCC3)cc1C21N=C(N)N(C)O1,active,397.563,4.2854,1,5,7.117475462
3886,CHEMBL3656191,CCCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2,active,343.471,3.1151,1,5,7.032452024
3887,CHEMBL3969552,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC(C)C)cc1C21N=C(N)N(C)O1,active,357.498,3.3611,1,5,7.137868621
3888,CHEMBL3985399,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,active,397.563,3.7772,1,4,7.106793247
3889,CHEMBL3924654,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCc3ccccc3)cc1C21N=C(N)N(C)O1,active,405.542,3.9478,1,5,6.394694954
3890,CHEMBL3656195,CCCCCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2,active,371.525,3.8953,1,5,7.525783736
3891,CHEMBL3656196,CCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,active,383.536,3.5312,1,4,7.26520017
3892,CHEMBL3979334,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC3CCCCC3)cc1C21N=C(N)N(C(C)C)C1=O,active,437.628,4.7015,1,4,7.353596274
3893,CHEMBL3917982,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCc3ccccc3)cc1C21N=C(N)N(C(C)C)C1=O,active,445.607,4.3639,1,4,6.726304412
3894,CHEMBL3889964,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C(C)C)cc1C21N=C(N)N(C)O1,active,343.471,3.286,1,5,6.840733669
3895,CHEMBL3975135,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(C(C)C)C1=O,active,411.59,4.1673,1,4,7.567030709
3896,CHEMBL3907808,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C(C)C)cc1C21N=C(N)N(C(C)C)C1=O,active,383.536,3.7021,1,4,6.827105302
3897,CHEMBL3656202,CCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,active,369.509,3.1411,1,4,6.700492701
3898,CHEMBL3898784,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(C)C1=O,active,383.536,3.3887,1,4,7.801342913
3899,CHEMBL3656204,CCc1ccc2c(c1)C1(N=C(N)N(C)O1)[C@]1(CC[C@H](OC)CC1)C2,active,329.444,2.725,1,5,6.283078927
3900,CHEMBL3656205,CCCCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,active,411.59,4.3114,1,4,7.408935393
3901,CHEMBL3983108,COc1ccc(COc2ccc3c(c2)C2(N=C(N)N(C)C2=O)[C@]2(CC[C@H](OC)CC2)C3)cc1,active,449.551,3.3877,1,6,6.093126465
3902,CHEMBL3913272,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OC(C)C)cc1C21N=C(N)N(C)C1=O,active,371.481,2.5873,1,5,6.768020973
3903,CHEMBL3982045,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(N)N(C(C)C)C1=O,active,425.573,3.7576,1,5,7.46470588
3904,CHEMBL3915571,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C3CCCC3)cc1C21N=C(N)N(C(C)C)C1=O,active,409.574,4.2363,1,4,6.89279003
3905,CHEMBL3656210,CCCCc1ccc2c(c1)C1(N=C(N)N(C(C)C)C1=O)[C@]1(CC[C@H](OC)CC1)C2,active,397.563,3.9213,1,4,7.318758763
3906,CHEMBL3909616,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CC(C)(C)C)cc1C21N=C(N)N(C(C)C)C1=O,active,411.59,4.1673,1,4,6.573488739
3907,CHEMBL3656212,COc1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)C2=O)[C@]2(CC[C@H](OC(C)C)CC2)C3)c1,active,447.579,4.2543,1,5,7.214670165
3908,CHEMBL3934938,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(CC(F)F)C1=O,active,433.543,4.024,1,4,8.045757491
3909,CHEMBL3919628,CO[C@H]1CC[C@]2(CC1)Cc1ccc(CCC(C)C)cc1C21N=C(N)N(CC(F)(F)F)C1=O,active,451.533,4.3212,1,4,7.113509275
3910,CHEMBL3656215,COCCN1C(=O)C2(N=C1N)c1cc(CCC(C)C)ccc1C[C@]21CC[C@@H](OC)CC1,active,427.589,3.4053,1,5,8.045757491
3911,CHEMBL3656216,CCN1C(=O)C2(N=C1N)c1cc(CCC(C)C)ccc1C[C@]21CC[C@@H](OC)CC1,active,397.563,3.7788,1,4,8.096910013
3912,CHEMBL3941774,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCc3ccccc3)cc1C21N=C(N)N(C)O1,active,407.514,3.7416,1,6,6.050609993
3913,CHEMBL3656218,COc1cccc(-c2ccc3c(c2)C2(N=C(N)N(C)O2)[C@]2(CC[C@](C)(O)CC2)C3)c1,active,407.514,3.5742,2,6,6.056950889
3914,CHEMBL3974295,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(OCC(F)(F)F)cc1C21N=C(N)N(C)O1,active,417.403,3.2428,1,6,7.27572413
3915,CHEMBL3979180,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(=O)O)C1=O,active,421.497,2.0164,2,5,8.301029996
3916,CHEMBL3929053,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ncco3)cc1C21N=C(N)N(CCF)C1=O,active,412.465,2.7948,1,6,6.89279003
3917,CHEMBL3889795,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3nccs3)cc1C21N=C(N)N(CCF)C1=O,active,428.533,3.2633,1,6,6.93930216
3918,CHEMBL3961260,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(C(C)C)C1=O,active,375.9,3.2321,1,4,6.772113295
3919,CHEMBL3902306,CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ncc(C)s3)cc1C21N=C(N)N(CC(F)(F)F)C1=O,active,478.54,4.16452,1,6,6.494850022
3920,CHEMBL3656225,COCCN1C(=O)C2(N=C1N)c1cc(OC(F)F)ccc1C[C@]21CC[C@@H](OC)CC1,active,423.46,2.4181,1,6,6.89279003
3921,CHEMBL3656226,COCCN1C(=O)C2(N=C1N)c1cc(C3CC3)ccc1C[C@]21CC[C@@H](OC)CC1,active,397.519,2.6941,1,5,6.764471553
3922,CHEMBL3656227,COCCN1C(=O)C2(N=C1N)c1cc(Cl)ccc1C[C@]21CC[C@@H](OC)CC1,active,391.899,2.4701,1,5,7.055517328
3923,CHEMBL3930777,COCCO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(C)C1=O,active,391.899,2.4701,1,5,6.211831629
3925,CHEMBL3939788,CO[C@H]1CC[C@]2(CC1)Cc1ccc(Cl)cc1C21N=C(N)N(CC(F)F)C1=O,active,397.853,3.0888,1,4,6.860120914
3926,CHEMBL3915238,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(N)N(CC(N)=O)C1=O,active,420.513,1.4171,2,5,7.958607315
