,molecule_chembl_id,mol,Class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
2038,CHEMBL1824342,CN1C(=O)C(c2cccc(-c3cccnc3F)c2)(c2cnn(CCC(C)(C)C)c2)N=C1N,active,434.519,3.5507,1,6,7.698970004
2039,CHEMBL1824343,CCC(CC)Cn1cc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,active,434.519,3.5507,1,6,7.698970004
2040,CHEMBL1824344,CCCCn1cc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,active,406.465,2.9146,1,6,8
2041,CHEMBL1824345,CN1C(=O)C(c2cccc(-c3cccnc3F)c2)(c2cnn(C3CCCC3)c2)N=C1N,active,418.476,3.2296,1,6,7.698970004
2042,CHEMBL1824346,CN1C(=O)C(c2ccsc2)(c2cccc(-c3cncnc3)c2)N=C1N,active,349.419,2.2354,1,6,7.15490196
2043,CHEMBL1824347,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cs1,active,363.446,2.54382,1,6,6.853871964
2044,CHEMBL1824348,Cc1sccc1C1(c2cccc(-c3cncnc3)c2)N=C(N)N(C)C1=O,active,363.446,2.54382,1,6,6.431798276
2045,CHEMBL1824349,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cs1,active,377.473,2.7978,1,6,7.096910013
2046,CHEMBL1824350,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)c(C)s1,active,391.5,3.10622,1,6,6.744727495
2047,CHEMBL1824351,CN1C(=O)C(c2cccc(-c3cncnc3)c2)(c2csc(Cl)c2)N=C1N,active,383.864,2.8888,1,6,7.096910013
2048,CHEMBL1824352,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)c(Cl)s1,active,397.891,3.19722,1,6,6.327902142
2049,CHEMBL1824353,CCC(=O)c1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cs1,active,405.483,2.8281,1,7,7.823908741
2050,CHEMBL1824354,CN1C(=O)C(c2ccsc2)(c2cccc(-c3cccnc3)c2)N=C1N,active,348.431,2.8404,1,5,7.22184875
2051,CHEMBL1824355,CN1C(=O)C(c2ccsc2)(c2cccc(-c3cccnc3F)c2)N=C1N,active,366.421,2.9795,1,5,7.397940009
2052,CHEMBL1824356,CN1C(=O)C(c2ccsc2)(c2ccc(F)c(-c3cccnc3)c2)N=C1N,active,366.421,2.9795,1,5,7.045757491
2053,CHEMBL1824357,CN1C(=O)C(c2ccsc2)(c2ccc(F)c(-c3cccnc3F)c2)N=C1N,active,384.411,3.1186,1,5,7.522878745
2054,CHEMBL1824358,COc1cncc(-c2cccc(C3(c4ccsc4)N=C(N)N(C)C3=O)c2)c1,active,378.457,2.849,1,6,7.397940009
2055,CHEMBL1824359,CN1C(=O)C(c2ccsc2)(c2cccc(-c3cnccn3)c2)N=C1N,active,349.419,2.2354,1,6,7.045757491
2056,CHEMBL1824360,CCC(=O)c1cc(C2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cs1,active,422.485,3.5722,1,6,7.823908741
2058,CHEMBL1824145,CCn1cc([C@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,active,378.411,2.1344,1,6,8
2059,CHEMBL1824338,CN1C(=O)[C@](c2cccc(-c3cccnc3F)c2)(c2cnn(CC(F)(F)F)c2)N=C1N,active,432.381,2.6768,1,6,7.522878745
2060,CHEMBL1824361,CCC(=O)c1cc([C@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cs1,active,422.485,3.5722,1,6,8
2061,CHEMBL1909683,O=C(c1ccccc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccccc1,inactive,420.512,5.5024,1,3,5
2065,CHEMBL1909687,O=C(c1ccccc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccc(C(F)(F)F)cc1,inactive,488.509,6.5212,1,3,5
2066,CHEMBL1909688,O=C(c1ccccc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccc([N+](=O)[O-])cc1,inactive,465.509,5.4106,1,5,5
2067,CHEMBL1909689,O=C(c1ccccc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccc(Cl)cc1,inactive,454.957,6.1558,1,3,5
2068,CHEMBL1909690,O=C(c1ccccc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccc(F)cc1,inactive,438.502,5.6415,1,3,5
2069,CHEMBL1909691,Cc1ccc(N(CC(O)Cn2c3ccccc3c3ccccc32)C(=O)c2ccccc2)cc1,inactive,434.539,5.81082,1,3,5
2070,CHEMBL1909692,O=C(c1ccccc1)N(Cc1ccccc1)CC(O)Cn1c2ccccc2c2ccccc21,inactive,434.539,5.498,1,3,5
2071,CHEMBL1909693,O=C(c1ccc(Cl)cc1)N(Cc1ccccc1)CC(O)Cn1c2ccccc2c2ccccc21,inactive,468.984,6.1514,1,3,5
2072,CHEMBL1909694,COc1ccc(C(=O)N(Cc2ccccc2)CC(O)Cn2c3ccccc3c3ccccc32)cc1,inactive,464.565,5.5066,1,4,5
2073,CHEMBL1909695,O=C(c1ccc(Cl)c(Cl)c1)N(Cc1ccccc1)CC(O)Cn1c2ccccc2c2ccccc21,inactive,503.429,6.8048,1,3,5
2074,CHEMBL1909696,O=C(c1ccccc1)N(Cc1ccc(Cl)cc1)CC(O)Cn1c2ccccc2c2ccccc21,inactive,468.984,6.1514,1,3,5
2075,CHEMBL1909697,Cc1ccc(CN(CC(O)Cn2c3ccccc3c3ccccc32)C(=O)c2ccccc2)cc1,inactive,448.566,5.80642,1,3,5
2076,CHEMBL1909698,COc1ccc(CN(CC(O)Cn2c3ccccc3c3ccccc32)C(=O)c2ccccc2)cc1,inactive,464.565,5.5066,1,4,5
2078,CHEMBL1909700,O=C(c1ccccc1)N(CC(O)Cn1c2ccccc2c2ccccc21)C1CCCCC1,inactive,426.56,5.6305,1,3,5
2080,CHEMBL1914472,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,active,678.821,4.3061,4,6,8.214670165
2081,CHEMBL1915751,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@@](CC3CC3)(NC(C)=O)C2=O)c1,active,676.805,4.0601,4,6,7.958607315
2082,CHEMBL1915974,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,active,621.769,5.1915,3,5,7.420216403
2083,CHEMBL1915975,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](C(C)C)C2=O)c1,active,607.742,4.6573,3,5,7.124938737
2084,CHEMBL1915976,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](CC(C)C)C2=O)c1,active,621.769,5.0474,3,5,7.698970004
2085,CHEMBL1915977,COC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,active,609.714,3.6477,3,6,7.494850022
2086,CHEMBL1915978,CCC[C@@H](O)[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,active,637.768,4.1623,4,6,8.283996656
2087,CHEMBL1915979,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](C)N2CC[C@@](CC3CC3)(NC(C)=O)C2=O)c1,active,586.68,2.4472,4,6,7.337242168
2088,CHEMBL1915980,CCCC[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,active,531.644,3.5786,3,5,7.22184875
2089,CHEMBL1915981,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](C)N2CC[C@H](C(C)C)C2=O)c1,active,517.617,3.0444,3,5,6.769551079
2090,CHEMBL1915982,COc1cccc(CNC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](C)N2CC[C@H](CC(C)C)C2=O)c1,active,531.644,3.4345,3,5,7.050609993
2091,CHEMBL1915983,COC[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,active,519.589,2.0348,3,6,6.318758763
2092,CHEMBL1915984,CCC[C@@H](O)[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc2cccc(OC)c2)C1=O,active,547.643,2.5494,4,6,7.167491087
2093,CHEMBL1915985,CC(=O)N[C@]1(CC(C)C)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2Cc3ccccc3CN2)C1=O,active,660.806,4.2222,4,5,8.065501549
2094,CHEMBL1915986,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2Cc3ccccc3CN2)C1=O,active,660.806,4.2222,4,5,7.26760624
2095,CHEMBL1915989,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2Cc3cccc(OC)c3CN2)C1=O,active,690.832,4.2308,4,6,8.37675071
2096,CHEMBL1915990,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@@](CC(C)C)(NC(C)=O)C2=O)C1,active,656.815,3.6648,4,6,8.853871964
2097,CHEMBL1915991,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@](NC(C)=O)(C(C)CC)C2=O)C1,active,656.815,3.6648,4,6,8.585026652
2098,CHEMBL1915992,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCCC)CN2)C1=O,active,599.763,4.5502,3,5,7.721246399
2099,CHEMBL1915993,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](C(C)C)C2=O)C1,active,585.736,4.016,3,5,7.677780705
2100,CHEMBL1915994,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](CC(C)C)C2=O)C1,active,599.763,4.4061,3,5,8.244125144
2101,CHEMBL1915995,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H](COC)C2=O)C1,active,587.708,3.0064,3,6,7.638272164
2102,CHEMBL1915996,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@H]([C@H](O)CCC)C2=O)C1,active,615.762,3.521,4,6,8.327902142
2103,CHEMBL1915997,CCCC[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCCC)CN2)C1=O,active,509.638,2.9373,3,5,7.060480747
2104,CHEMBL1915998,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](C)N2CC[C@H](C(C)C)C2=O)C1,active,495.611,2.4031,3,5,6.795880017
2105,CHEMBL1915999,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](C)N2CC[C@H](CC(C)C)C2=O)C1,active,509.638,2.7932,3,5,7.455931956
2106,CHEMBL1916000,CCCO[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](C)N2CC[C@H]([C@H](O)CCC)C2=O)C1,active,525.637,1.9081,4,6,7.15490196
2107,CHEMBL1916001,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](O)CN2)C1=O,active,614.734,2.2305,5,6,8.187086643
2108,CHEMBL1916002,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](O)CN2)C1=O,active,557.682,3.1159,4,5,7.602059991
2109,CHEMBL1916003,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](O)CN2)C1=O,active,614.734,2.2305,5,6,9.050609993
2110,CHEMBL1916004,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](O)CN2)C1=O,active,557.682,3.1159,4,5,6.958607315
2111,CHEMBL1916005,CCC[C@@H](O)[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](O)CN2)C1=O,active,573.681,2.0867,5,6,7.795880017
2112,CHEMBL1916006,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](O)CN2)C1=O,active,524.609,0.6176,5,6,7.508638306
2113,CHEMBL1916007,CCCC[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](O)CN2)C1=O,active,467.557,1.503,4,5,7.017728767
2114,CHEMBL1916156,CCC[C@@H](O)[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](O)CN2)C1=O,active,483.556,0.4738,5,6,7.397940009
2115,CHEMBL1916157,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccc3)CN2)C1=O,active,690.832,4.3172,4,6,8.585026652
2116,CHEMBL1916158,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccn3)CN2)C1=O,active,691.82,3.7122,4,7,8.585026652
2117,CHEMBL1916159,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3cccnc3)CN2)C1=O,active,691.82,3.7122,4,7,8.229147988
2118,CHEMBL1916163,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](N)CN2)C1=O,active,613.75,2.1969,5,6,7.468521083
2119,CHEMBL1916164,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](N)CN2)C1=O,active,613.75,2.1969,5,6,7.301029996
2120,CHEMBL1916166,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3cccc(C(F)(F)F)c3)CN2)C1=O,active,772.856,5.4738,4,6,8.568636236
2121,CHEMBL1916167,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3cccc(C#N)c3)CN2)C1=O,active,729.869,4.32668,4,7,8.522878745
2122,CHEMBL1916168,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccc(F)cc3)CN2)C1=O,active,722.849,4.5941,4,6,8
2123,CHEMBL1916169,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccn3)CN2)C1=O,active,705.847,3.85,4,7,8.823908741
2124,CHEMBL1916170,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3cccnc3)CN2)C1=O,active,705.847,3.85,4,7,8.853871964
2126,CHEMBL1915988,CCCC[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2Cc3ccccc3CN2)C1=O,active,513.629,3.4947,3,4,6.142667504
2127,CHEMBL1916160,CCCC[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccn3)CN2)C1=O,active,634.768,4.5976,3,6,6.443697499
2128,CHEMBL1916161,CC(C)C[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccn3)CN2)C1=O,active,634.768,4.4535,3,6,6.292429824
2129,CHEMBL1916162,CC(C)C[C@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](Oc3ccccn3)CN2)C1=O,active,544.643,2.8406,3,6,6.48148606
2130,CHEMBL1916165,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](OCc3ccccc3)CN2)C1=O,active,704.859,4.455,4,6,7.920818754
2131,CHEMBL1917900,CCC(C)[C@H](N)C(=O)N[C@@H](CCc1ccccc1)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)NCCCCc1ccccc1,active,608.868,4.5345,5,5,7.055517328
2132,CHEMBL1917901,CCC(C)[C@@]1(N)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)NCCCCc2ccccc2)C1=O,active,634.906,5.0208,4,5,6.850780887
2133,CHEMBL1917903,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C2Cc3ccccc3CN2)C1=O,active,660.806,4.2222,4,5,7.26760624
2134,CHEMBL1917904,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2Cc3ccccc3CN2)C1=O,active,660.806,4.2222,4,5,6.22184875
2135,CHEMBL1917905,CC(=O)N[C@]1(CC(C)C)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C2Cc3ccccc3CN2)C1=O,active,660.806,4.2222,4,5,8.096910013
2136,CHEMBL1917906,CCCOc1cccc2c1CNC([C@@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)[C@H](CCc1ccccc1)N1CC[C@](NC(C)=O)(C(C)CC)C1=O)C2,active,718.886,5.011,4,6,7.769551079
2137,CHEMBL1917907,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C2Cc3cccc(OC)c3CN2)C1=O,active,690.832,4.2308,4,6,8.397940009
2138,CHEMBL1917908,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2Cc3cccc(OC)c3CN2)C1=O,active,690.832,4.2308,4,6,6.853871964
2139,CHEMBL1917909,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C2Cc3cccc(O)c3CN2)C1=O,active,676.805,3.9278,5,6,6.060480747
2142,CHEMBL1917902,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)C1=O,active,642.841,4.0279,4,6,8.301029996
2143,CHEMBL1917912,CCCS[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@](NC(C)=O)(C(C)CC)C2=O)C1,active,672.883,4.3814,4,6,7.823908741
2144,CHEMBL1917913,CCCS(=O)(=O)[C@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@](NC(C)=O)(C(C)CC)C2=O)C1,active,704.881,3.063,4,7,8.301029996
2145,CHEMBL1917914,CCCS(=O)(=O)[C@@H]1CN[C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@H](CCc2ccccc2)N2CC[C@](NC(C)=O)(C(C)CC)C2=O)C1,active,704.881,3.063,4,7,7.346787486
2146,CHEMBL1917915,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](S(=O)(=O)CCC)CN2)cc(-c2ncco2)c1,active,660.784,4.1393,3,8,7.167491087
2147,CHEMBL1917916,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](S(=O)(=O)c3ccccc3)CN2)C1=O,active,738.898,3.7121,4,7,7.920818754
2148,CHEMBL1914607,CCC(C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](S(=O)(=O)Cc3ccc(F)cc3)CN2)C1=O,active,770.915,3.9923,4,7,8.522878745
2149,CHEMBL1914608,CCCC[C@@H]1CCN([C@@H](C)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@@H](S(=O)(=O)CCC)CN2)C1=O,active,557.704,2.3355,3,6,6.48148606
2150,CHEMBL1916315,C[C@H](C(=O)O)[C@]1(C(=O)C[C@@H](C)[C@H]2CC[C@@]3(C)C4=C(CC[C@]23C)[C@@]2(C)CC[C@@H](OC(=O)CC(=O)O)C(C)(C)[C@@H]2CC4)CO1,inactive,586.766,6.2072,2,6,4.847711656
2152,CHEMBL1923701,COc1ccc2[nH]c(-c3cc(C(=O)N[C@@H](C)c4ccccc4)cc(N(C)S(C)(=O)=O)c3)nc2c1,active,478.574,4.1253,2,5,6.263603498
2153,CHEMBL1923702,C[C@H](NC(=O)c1cc(-c2nc3cc(F)ccc3[nH]2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,active,466.538,4.2558,2,4,6.104577454
2154,CHEMBL1923703,C[C@H](NC(=O)c1cc(-c2ncc(-c3ccccc3)[nH]2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,active,474.586,4.6305,2,4,6.501689446
2155,CHEMBL1923704,COc1cccc(-c2cnc(-c3cc(C(=O)N[C@@H](C)c4ccccc4)cc(N(C)S(C)(=O)=O)c3)[nH]2)c1,active,504.612,4.6391,2,5,7.113509275
2156,CHEMBL1923705,C[C@H](NC(=O)c1cc(-c2ncc(-c3cccc(F)c3)[nH]2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1,active,492.576,4.7696,2,4,6.728158393
2160,CHEMBL1923709,CC(C)(C)Nc1c(-c2cccc(-c3nc4ccccc4[nH]3)c2)nc2ccccn12,active,381.483,5.755,2,4,6.289036881
2161,CHEMBL1923749,CC(C)(C)Nc1c(-c2cccc(-c3nc4ccc(F)cc4[nH]3)c2)nc2ccccn12,active,399.473,5.8941,2,4,6.505845406
2162,CHEMBL1923750,COc1ccc2nc(-c3cccc(-c4nc5ccccn5c4NC(C)(C)C)c3)[nH]c2c1,active,411.509,5.7636,2,5,6.749579998
2163,CHEMBL1923751,c1cc(-c2cn3ccccc3n2)cc(-c2nc3ccccc3[nH]2)c1,active,310.36,4.5446,1,3,6.017276612
2164,CHEMBL1923752,Fc1ccc2nc(-c3cccc(-c4cn5ccccc5n4)c3)[nH]c2c1,active,328.35,4.6837,1,3,7.455931956
2165,CHEMBL1923753,COc1ccc2nc(-c3cccc(-c4cn5ccccc5n4)c3)[nH]c2c1,active,340.386,4.5532,1,4,7.585026652
2166,CHEMBL1923754,Fc1ccc2nc(-c3cccc(-c4cn5ccc(F)cc5n4)c3)[nH]c2c1,active,346.34,4.8228,1,3,7.744727495
2167,CHEMBL1923158,CN1CC(N)=NC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1=O,active,371.828,2.0317,2,5,6.349692477
2168,CHEMBL1923159,CN1CC(N)=N[C@@](C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1=O,inactive,371.828,2.0317,2,5,4.522878745
2169,CHEMBL1923160,CN1CC(N)=N[C@](C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)C1=O,active,371.828,2.0317,2,5,6.48945499
2170,CHEMBL1923294,CN1CC(N)=NC(C)(c2cccc(NC(=O)c3ccc(C#N)cn3)c2)C1=O,active,362.393,1.24998,2,6,6.089909454
2173,CHEMBL1921816,CN1CC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)C1=O,active,371.828,2.0317,2,5,6.259637311
2174,CHEMBL1923297,CN1CC(C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)C1=O,inactive,389.818,2.1708,2,5,4.522878745
2175,CHEMBL1929417,NC1=Nc2ccc(Oc3ccccc3)cc2CN1CCC(=O)NC1C2CC3CC(C2)CC1C3,active,444.579,4.5717,2,5,7.958607315
2176,CHEMBL1927636,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)C[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,active,921.059,-1.1,12,12,6.783834098
2177,CHEMBL1927635,CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,active,907.032,-1.346,12,12,7.341988603
2182,CHEMBL6466,O=c1ccc2ccccc2o1,inactive,146.145,1.793,0,2,3.301029996
